,mURL,mRating,mReview,mReviewCategory,PreprocessedReviews,IsEnglish
33,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,8.0,"After the death of the Pope, the conclave has gathered in a locked room to choose his successor among four cardinals named ""preferitti""; however the quartet is abducted in a revenge of the Illuminati, a secret brotherhood that was supposed extinct. The symbologist Robert Langdon (Tom Hanks) and the scientist Vittoria Vetra (Ayelet Zurer), who had her powerful and dangerous prototype of antimatter research stolen, are invited by the Vatican police to help them in their investigation. They are received by the receptive Camerlengo Patrick McKenna (Ewan McGregor) and by the reluctant Commander Richter (Stellan Skarsgård) and are informed that the Illuminati have promised to kill each cardinal every hour from 8:00 PM and then explode the Vatican City with the antimatter. Robert and Vittoria have a few hours to unravel the clues and discover where the lethal weapon might be hidden.

The novel and bestseller ""The Da Vinci Code"" of Dan Brown was one of the most intriguing books that I have read. I was curious about the adaptation to the cinema of that complex and detailed story, and I found it only reasonable and the movie frustrated my expectations. I have not read ""Angels & Demons"", and I liked very much this film. The story has many plot points in wonderful locations; the acting is excellent and holds the attention until the last sequence. My daughter read the novel and told me that the adaptation is also frustrating. My vote is eight.

Title (Brazil): ""Anjos e Demônios"" (""Angels and Demons"")",Good,death pope conclave gathered locked room choose successor among four cardinals named preferitti however quartet abducted revenge illuminati secret brotherhood supposed extinct symbologist robert langdon tom hanks scientist vittoria vetra ayelet zurer powerful dangerous prototype antimatter research stolen invited vatican police help investigation received receptive camerlengo patrick mckenna ewan mcgregor reluctant commander richter stellan skarsgård informed illuminati promised kill cardinal every hour pm explode vatican city antimatter robert vittoria hours unravel clues discover lethal weapon might hidden novel bestseller da vinci code dan brown one intriguing books read curious adaptation cinema complex detailed story found reasonable movie frustrated expectations read angels demons liked much film story many plot points wonderful locations acting excellent holds attention last sequence daughter read novel told adaptation also frustrating vote eight title brazil anjos e demônios angels demons,True
34,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,7.0,"No doubt Ron Howard is the great hero of this movie and has proved to be a truly professional and skilled director: he has perfectly understood the nature of Dan Brown's novel and the aim of the production, thus being the result a well-focused, well made and well performed product that will certainly be a top box-office movie.

Dan Brown wrote this impressive thriller, made of action, suspense, paradoxical and surprising twists, with the aim of selling. Ron Howard spares no effort and succeeds in rendering the same thrilling and engaging story, based on a well consolidated narrative outline, where we find the trustworthy hero, Robert Langdon, capable of unraveling every mysterious sign and leading us to a shocking finale. Everything, of course, sounds too excessive, there is a crescendo of excess, at the limit of ridiculous, but what is worth underlining is the typical capability of Hollywood great productions to take their job very seriously, and to make a good product out of nothing, being both them and the viewer conscious of the real nature of what is being displayed. What counts is that the final result is an aesthetically good and entertaining movie: and it is, indeed.

Evidently, the movie, like the book, represents no threat to the unbreakable solidness of the Roman Catholic Church, and even less to the faith of real faithful people. The fears and reluctance of clerical authorities when the movie was distributed, sounded a little excessive, too (and indeed, in the end even L'Osservatore Romano gave it a favourable review). It is not even a thought-provoking movie, at least it offers no new or interesting perspective: the ancient, and let's admit, quite old-fashioned (but probably not so out of fashion) dichotomy between science and religion, is just a pretext on which to build a strong and till the end entertaining story, still able to attract millions of viewers all over the world: all the remaining nonsense is forgivable.

The whole cast prove good performances, Tom Hanks is a certainty from the beginning, being however in my opinion Ewan Macgregor (the Camerlengo) the most interesting character, and the one with whom Langdon has the only interesting exchange on faith, but all actors (even ""our"" Pierfrancesco Favino) contribute to the enthralling atmosphere of the story.",Average,doubt ron howard great hero movie proved truly professional skilled director perfectly understood nature dan brown novel aim production thus result well made well performed product certainly top movie dan brown wrote impressive thriller made action suspense paradoxical surprising twists aim selling ron howard spares effort succeeds rendering thrilling engaging story based well consolidated narrative outline find trustworthy hero robert langdon capable unraveling every mysterious sign leading us shocking finale everything course sounds excessive crescendo excess limit ridiculous worth underlining typical capability hollywood great productions take job seriously make good product nothing viewer conscious real nature displayed counts final result aesthetically good entertaining movie indeed evidently movie like book represents threat unbreakable solidness roman catholic church even less faith real faithful people fears reluctance clerical authorities movie distributed sounded little excessive indeed end even romano gave favourable review even movie least offers new interesting perspective ancient let admit quite probably fashion dichotomy science religion pretext build strong till end entertaining story still able attract millions viewers world remaining nonsense forgivable whole cast prove good performances tom hanks certainty beginning however opinion ewan macgregor camerlengo interesting character one langdon interesting exchange faith actors even pierfrancesco favino contribute enthralling atmosphere story,True
35,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,6.0,"In the interest of full disclosure, I fell asleep during some of the more talky scenes in the beginning but I awoke enough when the first chase came on. So with that said, this probably wasn't one of the most exciting movies I've seen this year though it did get better as the movie went on. Tom Hanks is fine reprising his role he previously did in The DaVinci Code though it's Ewan McGregor as a priest that was the most compelling part here. Ayelet Zurer as the leading lady was adequate here but she wasn't bad as adequate parts go. Ron Howard provides his own compelling direction to the fore though, like I said, it didn't completely jell for me. Still, it wasn't a bad time I spent with my friend who works at the theatre seeing this film it was playing especially since, once again, I got to watch for free...
4 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",Average,interest full disclosure fell asleep talky scenes beginning awoke enough first chase came said probably one exciting movies seen year though get better movie went tom hanks fine reprising role previously davinci code though ewan mcgregor priest compelling part ayelet zurer leading lady adequate bad adequate parts go ron howard provides compelling direction fore though like said completely jell still bad time spent friend works theatre seeing film playing especially since got watch free found helpful review helpful sign vote permalink,True
36,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,3.0,"only surprise - presence of Tom Hanks. after Da Vinci Code, a new Dan Brown experience is , totally, to much. same fake story. and hard work of actors to save it. because, not only anti-Christian thesis, silly conspiracies, unrealistic adventures, Vatican as hornets nest, predictable end are problems but the desire to exploit a trend. result - a film only for fans of Brown. out of artistic virtues, elementary logic, it is only slice of fashion. is it enough ? I do not know. maybe, masterpiece for future generations,today, for me, it remains only a fake movie, without any quality ( except good intentions of few actors )
5 out of 8 found this helpful. Was this review helpful? Sign in to vote.
Permalink",Poor,surprise presence tom hanks da vinci code new dan brown experience totally much fake story hard work actors save thesis silly conspiracies unrealistic adventures vatican hornets nest predictable end problems desire exploit trend result film fans brown artistic virtues elementary logic slice fashion enough know maybe masterpiece future generations today remains fake movie without quality except good intentions actors found helpful review helpful sign vote permalink,True
37,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,1.0,"A lead character sporting a better hairdo doesn't translate to a better conspiracy theory film as proved by ""Angels & Demons"", the follow-up to the ludicruous ""The Da Vinci Code"", where Tom Hanks reprises his role as the renowned symbologist in a race against time to follow clues and solve riddles to prevent a catastrophe from happening. Based from the first novel by Dan Brown to feature Harvard Professor of Symbology Robert Langdon (an Indiana Jones clone with less charisma), Ron Howard's second go at pseudo-erudite actioner succeeds only insofar as being consistent with its cinematic predecessor's mediocrity, with the age-old science-versus-religion theme depthlessly glanced at in lieu of the turgid plot and uninspiring chase scenes around the churches of Rome and Vatican City.

Actually a prequel of ""The Da Vinci Code"" novel, the events in ""Angels & Demons"" is set after the events of the 2006 blockbuster where Langdon, now in antagonism with the Catholic Church following his Parisian saga, finds himself in the middle of another predicament when the Vatican summons him to help them in locating the whereabouts of the Illuminati, a supposedly mythical group of freethinkers that has vanished centuries ago but has apparently re-emerged shortly after the Pope's death to murder the four would-be successors to the Papacy, and blow up Vatican City in the process using an antimatter bomb stolen from the elite science lab CERN in Switzerland. With her is the obligatory female sidekick Vittoria Vetra (Ayelet Zurer), a scientist who worked on the bomb, and together they perfunctorily locate Bernini statues among the churches in the vicinity to save the Church from an old enemy.

Lecturing and pontificating, ""Angels & Demons""' greatest fault nevertheless is not its ambivalence towards its contrasting themes -- despite being dealt so clumsily -- but in its underwhelming routine setpieces, as exemplified by its riddles so cursorily presented and hastily solved that they appear less the plot's selling point than mere reconsiderations to an otherwise by-the-numbers narrative that seems to take longer to go its obvious twist. Maybe Dan Brown has seen way too many classical art.",Poor,lead character sporting better hairdo translate better conspiracy theory film proved angels demons ludicruous da vinci code tom hanks reprises role renowned symbologist race time follow clues solve riddles prevent catastrophe happening based first novel dan brown feature harvard professor symbology robert langdon indiana jones clone less charisma ron howard second go actioner succeeds insofar consistent cinematic predecessor mediocrity theme depthlessly glanced lieu turgid plot uninspiring chase scenes around churches rome vatican city actually prequel da vinci code novel events angels demons set events blockbuster langdon antagonism catholic church following parisian saga finds middle another predicament vatican summons help locating whereabouts illuminati supposedly mythical group freethinkers vanished centuries ago apparently shortly pope death murder four successors papacy blow vatican city process using antimatter bomb stolen elite science lab cern switzerland obligatory female sidekick vittoria vetra ayelet zurer scientist worked bomb together perfunctorily locate bernini statues among churches vicinity save church old enemy lecturing pontificating angels demons greatest fault nevertheless ambivalence towards contrasting themes despite dealt clumsily underwhelming routine setpieces exemplified riddles cursorily presented hastily solved appear less plot selling point mere reconsiderations otherwise narrative seems take longer go obvious twist maybe dan brown seen way many classical art,True
38,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,7.0,"It is the mark of a truly talented director to smoothly flow between Oscar nominated dramas and big budget summer blockbusters, as is it to take the criticisms of a previous franchise instalment and buff and polish the sequel into a superior, smoother film. That is precisely what director Ron Howard does with the second Dan Brown adaptation Angels & Demons, cleverly folding what would be bloated subplots and somewhat ridiculous chapters into a more streamline narrative; mostly loyal but cleverly translated.

Howard re-unites with Tom Hanks, who again stars as symbologist Robert Langdon. A prequel to the mega-hit The Da Vinci code on paper but interpreted as a sequel on film Angels & Demons progresses more quickly, talks less, features some solid supporting performances and has a spectacular final, effects-driven climax. Alas, even with most of the right moves and even more genuine intention Howard's film is simply not as good as the book, neither in cleverness or pacing. In the novel, Langdon's revelations are able to be drawn out and incorporate far more clues and twists and turns. Moreover, the much loved science vs. religion dispute is far better utilized as are the dark history of Rome and the origins and intentions of the secret society of the Illuminati which is the true spine of the story.

Scooped up by the Vatican late one evening and jetted off to The Vatican, Robert Langdon again finds himself in danger adjacent to history, religion and ancient lore. Following the death of The Pope, and the subsequent induction of the next, an old threat rears its head once again. The ancient society of The Illuminati has come for revenge after centuries of suppression and secret annihilation at the hands of the church. Marring the ancient tradition of papal election is the kidnapping of the four preferiti (the cardinals most favoured to success the late Pope) and a bomb threat which could boast a devastating end to Vatican City. Langdon follows the ancient clues of the Illuminati along with a lovely scientist (Ayelet Zurer) who created the bomb which now threatens them all, Inspector Olivetti (Pierfrancesco Favino) and Camerlengo McKenna (an excellent Ewan McGregor) the Pope's temporary successor and adopted son. Time runs out as Langdon and his team race to recover the four Cardinals held by a deadly Illuminati assassin (who if I may say is completely badass) and ultimately the bomb.

Aside from the understandable nuances lost in the adaptation, a number of climatic elements were dropped that I found somewhat disappointing. I will not reveal them here, but if you are a fan you will pick them out easily. Thankfully though this will serve as no detriment to those not experienced with the Dan Brown's works and should still unfold as a satisfying finale. Technically, Angels & Demons is impeccable as are the shots of Rome and The Vatican. Howard's choice to assemble an international cast and not concern himself with cramming countless A list stars into the production is admirable and ultimately an asset. Hanks is adequate but is overshadowed by McGregor but helps the cast round out nicely in the end. This will not likely be the last we will see of Robert Langdon and here is hoping Howard et al can one-up themselves again and cap off an entertaining, if uneven, mystery trilogy.

Read all my reviews at: http://www.simonsaysmovies.blogspot.com",Average,mark truly talented director smoothly flow oscar nominated dramas big budget summer blockbusters take criticisms previous franchise instalment buff polish sequel superior smoother film precisely director ron howard second dan brown adaptation angels demons cleverly folding would bloated subplots somewhat ridiculous chapters streamline narrative mostly loyal cleverly translated howard tom hanks stars symbologist robert langdon prequel da vinci code paper interpreted sequel film angels demons progresses quickly talks less features solid supporting performances spectacular final climax alas even right moves even genuine intention howard film simply good book neither cleverness pacing novel langdon revelations able drawn incorporate far clues twists turns moreover much loved science religion dispute far better utilized dark history rome origins intentions secret society illuminati true spine story scooped vatican late one evening jetted vatican robert langdon finds danger adjacent history religion ancient lore following death pope subsequent induction next old threat rears head ancient society illuminati come revenge centuries suppression secret annihilation hands church marring ancient tradition papal election kidnapping four preferiti cardinals favoured success late pope bomb threat could boast devastating end vatican city langdon follows ancient clues illuminati along lovely scientist ayelet zurer created bomb threatens inspector olivetti pierfrancesco favino camerlengo mckenna excellent ewan mcgregor pope temporary successor adopted son time runs langdon team race recover four cardinals held deadly illuminati assassin may say completely badass ultimately bomb aside understandable nuances lost adaptation number climatic elements dropped found somewhat disappointing reveal fan pick easily thankfully though serve detriment experienced dan brown works still unfold satisfying finale technically angels demons impeccable shots rome vatican howard choice assemble international cast concern cramming countless list stars production admirable ultimately asset hanks adequate overshadowed mcgregor helps cast round nicely end likely last see robert langdon hoping howard et al cap entertaining uneven mystery trilogy read reviews http,True
39,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,6.0,"Before seeing the sneak preview today of Angels & Demons, I cleared my mind of any uncertainties that might hold me back from enjoying it; the enormous amount of hatred towards Dan Brown, the fact that it was written by Dan Brown, and because Dan Brown's name is slapped on all of the posters. I went in with an open mind, and expected the worse, but instead what I got was a 2 and a half hour Roman cat and mouse game with Forrest Gump, and that is by all means good entertainment value.

The movie hangs loosely on the actual novel itself. Harvard symbologist Robert Langdon (Hanks) jets off to Rome after the Pope's sudden death and the re-election through Papal Conclave. Arranging all of this is the carmelengo, Patrick McKenna (McGregor). However, he soon learns of a new threat, one that involves a secret brotherhood making its presence known, an anti-matter time bomb that Vatican City is now targeted with and the kidnapping of four cardinals. Langdon, using his intellects (and trust me, you'll be hearing a LOT from it) is given the task of finding and rescuing them using the mysterious Path of Illumination. Aiding him on the quest is CERN scientist Vittoria Vetra (Zurer), who is also the co-creator of the anti-matter.

The movie itself runs at an uneven pace. One minute Langdon and the Swiss Guard are speeding to save a branded cardinal, the next minute he bores you with pointless information about every random object he passes, evidently slowing the book's much anticipated action/thriller sequences down. It makes for an interesting read on paper, but on screen it can go either way.

The character's are decently written onto the big screen. Ewan McGregor does a convincing performance as the quiet but knowledgeable Patrick McKenna, famous accent included. Tom Hanks is slightly more agile, intellectually and physically, since his last performance in the mediocre Da Vinci Code. Stellen Skarsgard plays Commander Richter, the straight-faced leader of the Swiss Guard. Unfortunately, neither his nor Ayelet Zurer's performance are worthwhile ones, and instead of playing a part in the story, they are just kicked aside as assets.

However, Angels & Demons accomplishes what DVC could never; a thrilling fast-paced movie filled with satisfying explosions, beautiful recreations of St. Peter's Square and Basilica (including many of the churches) and a pulsing bomb counting down the midnight hour. Ron Howard does a decent job at directing this second Langdon adventure, this time taking in much criticism and almost completely exchanging the boring dialogue for tense chases (almost).

While newcomers might call it a ""National Treasure 3"" with a much larger threat, there is still enough contagious suspense/thriller eye-candy and brilliant still shots of Rome to breathe in. Fans of the book might feel differently towards the movies drastic changes, but considering the amount of blasphemy and inaccuracy it generates, A&D does exceedingly well at keeping the viewer locked on to the screen this time rather than on their sleepy shoulder.

A good book-to-movie adaption that will both appeal and entertain.

7.4/10",Average,seeing sneak preview today angels demons cleared mind uncertainties might hold back enjoying enormous amount hatred towards dan brown fact written dan brown dan brown name slapped posters went open mind expected worse instead got half hour roman cat mouse game forrest gump means good entertainment value movie hangs loosely actual novel harvard symbologist robert langdon hanks jets rome pope sudden death papal conclave arranging carmelengo patrick mckenna mcgregor however soon learns new threat one involves secret brotherhood making presence known time bomb vatican city targeted kidnapping four cardinals langdon using intellects trust hearing lot given task finding rescuing using mysterious path illumination aiding quest cern scientist vittoria vetra zurer also movie runs uneven pace one minute langdon swiss guard speeding save branded cardinal next minute bores pointless information every random object passes evidently slowing book much anticipated sequences makes interesting read paper screen go either way character decently written onto big screen ewan mcgregor convincing performance quiet knowledgeable patrick mckenna famous accent included tom hanks slightly agile intellectually physically since last performance mediocre da vinci code stellen skarsgard plays commander richter leader swiss guard unfortunately neither ayelet zurer performance worthwhile ones instead playing part story kicked aside assets however angels demons accomplishes dvc could never thrilling movie filled satisfying explosions beautiful recreations peter square basilica including many churches pulsing bomb counting midnight hour ron howard decent job directing second langdon adventure time taking much criticism almost completely exchanging boring dialogue tense chases almost newcomers might call national treasure much larger threat still enough contagious brilliant still shots rome breathe fans book might feel differently towards movies drastic changes considering amount blasphemy inaccuracy generates exceedingly well keeping viewer locked screen time rather sleepy shoulder good adaption appeal entertain,True
40,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,2.0,"Angels & Demons (2009) is an adaptation of Dan Brown's bestselling mystery-thriller novel of the same title hat is based on the dark secrets in the history of Catholicism and the fight of the Catholic Church against the underground societies and their influence. There is a lot to like in the new film: the pace is very fast and appropriately so, the views of Rome and its historical and art treasures are gorgeous, as well as the look into Vatican chambers, passages, and catacombs. The lecture which was given by Ewan McGregor (who looked very appealing as a young priest) about history of struggle between Catholic Church and mysterious powerful secret society of ""Illuminati"" over the Church's prosecution of scientists 400 years, or the religion against the science, was quite insightful and illuminating. Tom Hanks who reprised the role of the Harvard Professor Robert Langdon with the obvious gift for solving tricky puzzles and finding the meaning of secret symbols was once again on hand to provide the solution for yet another Catholic Church serious crisis that threatens the very existence of Vatican City and the college of cardinals who gathered from all over the world to elect the new Pope . I should admit that I liked Hanks in this movie much better than in the first adaptation of Dan Brown's historic- religious mystery ""Da Vinci Code"". I also found Angels & Demons much more fun to watch, maybe because in the new film, its creators concentrate on the crime/mystery/thriller/action elements and did not try to add much drama to it. The best and to the point description of the film belongs to the official Vatican.newspaper L'Osservatore Romano, which wrote it is a ""harmless entertainment which hardly affects the genius and mystery of Christianity"". I can't agree more.",Poor,angels demons adaptation dan brown bestselling novel title hat based dark secrets history catholicism fight catholic church underground societies influence lot like new film pace fast appropriately views rome historical art treasures gorgeous well look vatican chambers passages catacombs lecture given ewan mcgregor looked appealing young priest history struggle catholic church mysterious powerful secret society illuminati church prosecution scientists years religion science quite insightful illuminating tom hanks reprised role harvard professor robert langdon obvious gift solving tricky puzzles finding meaning secret symbols hand provide solution yet another catholic church serious crisis threatens existence vatican city college cardinals gathered world elect new pope admit liked hanks movie much better first adaptation dan brown religious mystery da vinci code also found angels demons much fun watch maybe new film creators concentrate elements try add much drama best point description film belongs official romano wrote harmless entertainment hardly affects genius mystery christianity ca agree,True
41,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,9.0,"A few years ago there was The Davinci Code. In effect a fairy tale that played like an adventure through something that could have been reality. It sold well as a book and did fairly well as a film. Personally I liked the book a lot and the film a little. When I saw the trailers for this film I wanted to see this one too - even though I've not read its book. When the film started rolling I was regretting having made the choice of going to see this as this film is less than a shadow of the former one. Where Davinci Code keeps building on its backing story this one just jumps from one corner to the other and tosses its characters from the one to the other corner of unbelievable plot holes and standard twists and turns.

All too predictable this one is another fairy tale. It is a rather bad one though - a fairy tale where everyone is sitting together from the start, actually trying to find out what role one is supposed to play out. When it finally ends it has bored for at least a good 30 minutes and there's no sympathy left for anyone anymore. Not the way a film like this should be IMO.

4 out of 10 fractured stories",Good,years ago davinci code effect fairy tale played like adventure something could reality sold well book fairly well film personally liked book lot film little saw trailers film wanted see one even though read book film started rolling regretting made choice going see film less shadow former one davinci code keeps building backing story one jumps one corner tosses characters one corner unbelievable plot holes standard twists turns predictable one another fairy tale rather bad one though fairy tale everyone sitting together start actually trying find role one supposed play finally ends bored least good minutes sympathy left anyone anymore way film like imo fractured stories,True
42,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,6.0,"Three years after the Dan Brown novel ""The Da Vinci Code"" appeared as a film which took a staggering $760 million, another of his books receives the large screen treatment. Although Brown wrote ""Angels & Demons"" first, the film version represents this story, which is sympathetic to the Catholic Church, as following ""The Da Vinci Code"" which was seen as hostile to the Church. Whatever the difference in stance towards Catholicism, Brown's work is always terribly formulaic: a twisting plot set over a matter of hours, lots of symbols and signs, considerable running, much desecration of the flesh, the counterbalancing of religion and science, minimal characterisation, and changing perception of key characters. This time it's all cardinals, cathedrals, crypts and catacombs plus a camerlengo scattered over central Rome and the Vatican.

Again Tom Hanks as the Harvard symbologist does his best with a wooden script (but a better haircut) - at least ""Angels & Demons"" is less wordy than ""The Da Vinci Code"". Again there is only one female character - this time Italian physicist Vittoria Vetra (Israeli actress Ayelet Zurer). Scottish Ewan McGregor (who struggles to affect a Northern Irish accent), German Armin Mueller-Stahl and Swedish Stellan Skarsgård each play Vatican officials who may be an angel or a demon. It's hard to work out which is the greatest threat: the Illuminati, an anti-matter bomb or the implausibilities of the plot. Papal bull or curate's egg? - you decide. It's a miracle that it works at all, but if you have faith, I confess that it's really quite an entertaining piece of hokum.",Average,three years dan brown novel da vinci code appeared film took staggering million another books receives large screen treatment although brown wrote angels demons first film version represents story sympathetic catholic church following da vinci code seen hostile church whatever difference stance towards catholicism brown work always terribly formulaic twisting plot set matter hours lots symbols signs considerable running much desecration flesh counterbalancing religion science minimal characterisation changing perception key characters time cardinals cathedrals crypts catacombs plus camerlengo scattered central rome vatican tom hanks harvard symbologist best wooden script better haircut least angels demons less wordy da vinci code one female character time italian physicist vittoria vetra israeli actress ayelet zurer scottish ewan mcgregor struggles affect northern irish accent german armin swedish stellan skarsgård play vatican officials may angel demon hard work greatest threat illuminati bomb implausibilities plot papal bull curate egg decide miracle works faith confess really quite entertaining piece hokum,True
43,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,8.0,"The Pope is dead, and the conclave has been locked in to choose the new pope. Four cardinals are designated 'preferitti', and then are kidnapped by the assumed disbanded Illuminati. In the meanwhile, a powerful and dangerous prototype of antimatter has been stolen. Robert Landgon (Tom Hanks) is called upon once again to solve the crime and prevent mass destruction.

At least Tom Hanks got a haircut this time. The science is laughable. So at least that matches with the rest of the story. The locations are great, and the action helps push the story out in the end. I could almost forgive all preposterous stuff in this movie.
3 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink",Good,pope dead conclave locked choose new pope four cardinals designated kidnapped assumed disbanded illuminati meanwhile powerful dangerous prototype antimatter stolen robert landgon tom hanks called upon solve crime prevent mass destruction least tom hanks got haircut time science laughable least matches rest story locations great action helps push story end could almost forgive preposterous stuff movie found helpful review helpful sign vote permalink,True
44,https://www.imdb.com/title/tt0808151/reviews/?ref_=tt_ql_2,6.0,"Can Robert Langdon save the Catholic Church and prevent Vatican City from destruction? The race is on as Ron Howard's multi-million dollar blockbuster sequel finally hits the big screen. We last saw Robert Langdon (Tom Hanks) 3 years ago, when he uncovered the truth behind a secret society. Now, he's called on once again. This time the stakes are higher, the case is deadlier and the mystery is unlike anything he's witnessed. Here, he's called to Rome to study a mysterious death of one of the 4 cardinals. Little does he know that he's tangled up in a war between the Catholic Church and a Secret Society known as the Illuminati (the enemy to the Catholic Church.) He soon learns that a member of Illuminati has kidnapped 3 other cardinals, threatening to kill one an hour and seizing to destroy Vatican City when the conclave begins. There on he goes on the hunt with a brilliant Scientist (Ayelet Zurer) followed by mysterious twists, turns and deaths headed their way. The only question is can they stop the attack in time? Ron Howard's Angels and Demons is better than his first outing (Da Vinci Code) in every single way possible. It's better in terms of quality, story, and entertainment. The suspense started very early (unlike the slow moving Da Vinci Code) and has enough action and great shots of the Vatican to keep you in your seat for at least 2 hours. Think of it as National Treasure meets 24 in Rome. Despite its potential, it also does has some flaws. It's still preachy, preposterous, and somewhat predictable. Did I mention it also felt like it went on for longer than it needed to be? If you're an open minded person, and often use ""That can never happen"" then you then you may want to take this one off your alley. For those who want mindless and heart pounding entertainment, this is a neatly crafted action thriller, with twists and turns headed every direction. Be sure to take a chill pill after this film is done because it was really that suspenseful. The supporting cast including the very underrated Ewan McGregor and Stellan Skarsgård all had deserving roles, and it was neat to see Ewan back on the screen (he's been gone far too long.) Bottom line, though it can't compare with the book, it's still terrific entertainment, and if you liked Da Vinci Code, Ron Howard has a big surprise for you.",Average,robert langdon save catholic church prevent vatican city destruction race ron howard dollar blockbuster sequel finally hits big screen last saw robert langdon tom hanks years ago uncovered truth behind secret society called time stakes higher case deadlier mystery unlike anything witnessed called rome study mysterious death one cardinals little know tangled war catholic church secret society known illuminati enemy catholic church soon learns member illuminati kidnapped cardinals threatening kill one hour seizing destroy vatican city conclave begins goes hunt brilliant scientist ayelet zurer followed mysterious twists turns deaths headed way question stop attack time ron howard angels demons better first outing da vinci code every single way possible better terms quality story entertainment suspense started early unlike slow moving da vinci code enough action great shots vatican keep seat least hours think national treasure meets rome despite potential also flaws still preachy preposterous somewhat predictable mention also felt like went longer needed open minded person often use never happen may want take one alley want mindless heart pounding entertainment neatly crafted action thriller twists turns headed every direction sure take chill pill film done really suspenseful supporting cast including underrated ewan mcgregor stellan skarsgård deserving roles neat see ewan back screen gone far long bottom line though ca compare book still terrific entertainment liked da vinci code ron howard big surprise,True
